category,description,estimatedTime,imageName,ingredients,procedure,subcategory,title,times,isFavorite
dinner,"Enjoy some Spanish flair first thing in the morning with our Migas recipe. This version of Migas includes peppers, onions, wieners and shredded cheese.",17.0,Migas.jpg,"2 tsp. oil, 1/2 red pepper, 2 green onions, 2 OSCAR MAYER Wieners, 2 tostada shells (5 inch), coarsely broken, 4 eggs, 1/2 cup KRAFT Mexican Style Finely Shredded Four Cheese","2 tsp. oil, 1/2 red pepper, 2 green onions, 2 OSCAR MAYER Wieners, 2 tostada shells (5 inch), coarsely broken, 4 eggs, 1/2 cup KRAFT Mexican Style Finely Shredded Four Cheese",Breakfast & Brunch Recipes,Migas,"2 tsp. oil, 1/2 red pepper, 2 green onions, 2 OSCAR MAYER Wieners, 2 tostada shells (5 inch), coarsely broken, 4 eggs, 1/2 cup KRAFT Mexican Style Finely Shredded Four Cheese",False
dinner,Serve this sensational Strawberry Pancakes Recipe for a morning treat. The secret ingredient in our Strawberry Pancakes Recipe? Strawberry flavored JELL-O!,25.0,Strawberry Pancakes Recipe.jpg,"4 cups fresh strawberries, sliced, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, divided, 2 cups flour, 4 tsp. CALUMET Baking Powder, 1/4 tsp. salt, 2 eggs, 2 cups milk, 1/4 cup oil, 1/2 cup maple-flavored or pancake syrup, 1 cup thawed COOL WHIP Whipped Topping","4 cups fresh strawberries, sliced, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, divided, 2 cups flour, 4 tsp. CALUMET Baking Powder, 1/4 tsp. salt, 2 eggs, 2 cups milk, 1/4 cup oil, 1/2 cup maple-flavored or pancake syrup, 1 cup thawed COOL WHIP Whipped Topping",Breakfast & Brunch Recipes,Strawberry Pancakes Recipe,"4 cups fresh strawberries, sliced, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, divided, 2 cups flour, 4 tsp. CALUMET Baking Powder, 1/4 tsp. salt, 2 eggs, 2 cups milk, 1/4 cup oil, 1/2 cup maple-flavored or pancake syrup, 1 cup thawed COOL WHIP Whipped Topping",False
dinner,Fill your home with the sweet aroma of these Apple-Cinnamon Pancakes! Our Apple-Cinnamon Pancakes will be sure to get your family out of bed fast.,30.0,Apple-Cinnamon Pancakes.jpg,"1/2 cup (1/2 of 8-oz. tub) PHILADELPHIA Cream Cheese Spread, 1/2 cup sugar, divided, 1/2 tsp. ground cinnamon, 1-3/4 cups flour, 1 Tbsp. CALUMET Baking Powder, 1/4 tsp. salt, 2 egg s, 1 cup milk, 1/4 cup oil, 1 tsp. vanilla, 2 Golden Delicious apple s, peeled, coarsely grated, 1/2 tsp. zest and 1 Tbsp. juice from 1 lemon","1/2 cup (1/2 of 8-oz. tub) PHILADELPHIA Cream Cheese Spread, 1/2 cup sugar, divided, 1/2 tsp. ground cinnamon, 1-3/4 cups flour, 1 Tbsp. CALUMET Baking Powder, 1/4 tsp. salt, 2 egg s, 1 cup milk, 1/4 cup oil, 1 tsp. vanilla, 2 Golden Delicious apple s, peeled, coarsely grated, 1/2 tsp. zest and 1 Tbsp. juice from 1 lemon",Breakfast & Brunch Recipes,Apple-Cinnamon Pancakes,"1/2 cup (1/2 of 8-oz. tub) PHILADELPHIA Cream Cheese Spread, 1/2 cup sugar, divided, 1/2 tsp. ground cinnamon, 1-3/4 cups flour, 1 Tbsp. CALUMET Baking Powder, 1/4 tsp. salt, 2 egg s, 1 cup milk, 1/4 cup oil, 1 tsp. vanilla, 2 Golden Delicious apple s, peeled, coarsely grated, 1/2 tsp. zest and 1 Tbsp. juice from 1 lemon",False
dinner,Add a little something extra to a familiar favorite with our Banana Bread with Applesauce recipe that's sure to be extra moist for your enjoyment.,75.0,Banana Bread with Applesauce.jpg,"2 cups flour, 2 tsp. CALUMET Baking Powder, 1 tsp. ground cinnamon, 1/2 tsp. salt, 2 eggs, beaten, 1 cup mashed fully ripe bananas (about 3), 1/2 cup packed brown sugar, 1/2 cup granulated sugar, 1/2 cup applesauce, 1/2 cup chopped PLANTERS Walnuts","2 cups flour, 2 tsp. CALUMET Baking Powder, 1 tsp. ground cinnamon, 1/2 tsp. salt, 2 eggs, beaten, 1 cup mashed fully ripe bananas (about 3), 1/2 cup packed brown sugar, 1/2 cup granulated sugar, 1/2 cup applesauce, 1/2 cup chopped PLANTERS Walnuts",Breakfast & Brunch Recipes,Banana Bread with Applesauce,"2 cups flour, 2 tsp. CALUMET Baking Powder, 1 tsp. ground cinnamon, 1/2 tsp. salt, 2 eggs, beaten, 1 cup mashed fully ripe bananas (about 3), 1/2 cup packed brown sugar, 1/2 cup granulated sugar, 1/2 cup applesauce, 1/2 cup chopped PLANTERS Walnuts",False
dinner,"Caramel bits and chopped walnuts add sweet nuttiness to this quick bread. It's super moist, too, thanks to the fully ripened bananas and sour cream.",75.0,Banana-Caramel Bread.jpg,"2-1/4 cups flour, 1-1/2 tsp. CALUMET Baking Powder, 1/2 tsp. baking soda, 1/2 tsp. salt, 1/4 cup butter, softened, 1 cup sugar, 1 cup mashed fully ripe banana s (about 3), ""1 cup BREAKSTONES or KNUDSEN Sour Cream"", 2 egg s, 1 cup chopped PLANTERS Walnuts, 1 cup KRAFT Caramel Bits","2-1/4 cups flour, 1-1/2 tsp. CALUMET Baking Powder, 1/2 tsp. baking soda, 1/2 tsp. salt, 1/4 cup butter, softened, 1 cup sugar, 1 cup mashed fully ripe banana s (about 3), ""1 cup BREAKSTONES or KNUDSEN Sour Cream"", 2 egg s, 1 cup chopped PLANTERS Walnuts, 1 cup KRAFT Caramel Bits",Breakfast & Brunch Recipes,Banana-Caramel Bread,"2-1/4 cups flour, 1-1/2 tsp. CALUMET Baking Powder, 1/2 tsp. baking soda, 1/2 tsp. salt, 1/4 cup butter, softened, 1 cup sugar, 1 cup mashed fully ripe banana s (about 3), ""1 cup BREAKSTONES or KNUDSEN Sour Cream"", 2 egg s, 1 cup chopped PLANTERS Walnuts, 1 cup KRAFT Caramel Bits",False
dinner,Take dessert to the next level with our Blackberry and Pistachio Éclairs. Our Blackberry and Pistachio Éclairs include a creamy vanilla filling.,105.0,Blackberry and Pistachio Éclairs.jpg,"1 pkg. (3.4 oz.) JELL-O Pistachio Flavor Instant Pudding, 1 cup milk, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, cubed, softened, 1-1/2 cups thawed COOL WHIP Whipped Topping, 1 cup water, 1/2 cup butter, 1 Tbsp. sugar, 1 cup flour, 5 eggs, 1/2 cup blackberries, cut in half, 1/4 cup chopped shelled pistachios","1 pkg. (3.4 oz.) JELL-O Pistachio Flavor Instant Pudding, 1 cup milk, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, cubed, softened, 1-1/2 cups thawed COOL WHIP Whipped Topping, 1 cup water, 1/2 cup butter, 1 Tbsp. sugar, 1 cup flour, 5 eggs, 1/2 cup blackberries, cut in half, 1/4 cup chopped shelled pistachios",Breakfast & Brunch Recipes,Blackberry and Pistachio Éclairs,"1 pkg. (3.4 oz.) JELL-O Pistachio Flavor Instant Pudding, 1 cup milk, 1 pkg. (8 oz.) PHILADELPHIA Cream Cheese, cubed, softened, 1-1/2 cups thawed COOL WHIP Whipped Topping, 1 cup water, 1/2 cup butter, 1 Tbsp. sugar, 1 cup flour, 5 eggs, 1/2 cup blackberries, cut in half, 1/4 cup chopped shelled pistachios",False
dinner,"If you like cinnamony donuts, chances are excellent you'll like these Breakfast Fritters, also known as Buñuelos.",25.0,Breakfast Fritters (Buñuelos).jpg,"1/4 cup sugar, divided, 1/2 tsp. ground cinnamon, 2 egg s, 1 cup super-fine cornmeal, ""1/2 cup BAKERS ANGEL FLAKE Coconut"", 1 tsp. CALUMET Baking Powder, 1 cup oil, for frying","1/4 cup sugar, divided, 1/2 tsp. ground cinnamon, 2 egg s, 1 cup super-fine cornmeal, ""1/2 cup BAKERS ANGEL FLAKE Coconut"", 1 tsp. CALUMET Baking Powder, 1 cup oil, for frying",Breakfast & Brunch Recipes,Breakfast Fritters (Buñuelos),"1/4 cup sugar, divided, 1/2 tsp. ground cinnamon, 2 egg s, 1 cup super-fine cornmeal, ""1/2 cup BAKERS ANGEL FLAKE Coconut"", 1 tsp. CALUMET Baking Powder, 1 cup oil, for frying",False
dinner,Go the extra mile and make scones from scratch. These Cheese Scones are almost as easy to make and you can taste the difference in just one bite.,32.0,Cheese Scones.jpg,"2 cups flour, 2 tsp. CALUMET Baking Powder, 1/2 tsp. salt, 1/8 tsp. ground red pepper (cayenne), 1/3 cup cold butter, cut into 1/2-inch cubes, 1-1/2 cups KRAFT Shredded Triple Cheddar Cheese with a TOUCH OF PHILADELPHIA, 3 Tbsp. KRAFT Grated Parmesan Cheese, 2 eggs, 1/3 cup milk","2 cups flour, 2 tsp. CALUMET Baking Powder, 1/2 tsp. salt, 1/8 tsp. ground red pepper (cayenne), 1/3 cup cold butter, cut into 1/2-inch cubes, 1-1/2 cups KRAFT Shredded Triple Cheddar Cheese with a TOUCH OF PHILADELPHIA, 3 Tbsp. KRAFT Grated Parmesan Cheese, 2 eggs, 1/3 cup milk",Breakfast & Brunch Recipes,Cheese Scones,"2 cups flour, 2 tsp. CALUMET Baking Powder, 1/2 tsp. salt, 1/8 tsp. ground red pepper (cayenne), 1/3 cup cold butter, cut into 1/2-inch cubes, 1-1/2 cups KRAFT Shredded Triple Cheddar Cheese with a TOUCH OF PHILADELPHIA, 3 Tbsp. KRAFT Grated Parmesan Cheese, 2 eggs, 1/3 cup milk",True
dinner,"Cut back on coffee shop expenses with this Vanilla Chiller. It has all the sweetness you'll want thanks to a vanilla coffee, ice cream and chocolate blend.",5.0,Vanilla Chiller.jpg,"1 cup brewed MAXWELL HOUSE Vanilla Flavored Coffee, chilled, 4 triangles (1/3 of 3.52-oz bar) TOBLERONE Swiss Dark or Milk Chocolate with Honey and Almond Nougat, coarsely chopped, 2 cups vanilla ice cream, softened, 6 Tbsp. thawed COOL WHIP Whipped Topping, ""3/4 tsp. grated BAKERS Semi-Sweet Chocolate""","1 cup brewed MAXWELL HOUSE Vanilla Flavored Coffee, chilled, 4 triangles (1/3 of 3.52-oz bar) TOBLERONE Swiss Dark or Milk Chocolate with Honey and Almond Nougat, coarsely chopped, 2 cups vanilla ice cream, softened, 6 Tbsp. thawed COOL WHIP Whipped Topping, ""3/4 tsp. grated BAKERS Semi-Sweet Chocolate""",Drinks,Vanilla Chiller,"1 cup brewed MAXWELL HOUSE Vanilla Flavored Coffee, chilled, 4 triangles (1/3 of 3.52-oz bar) TOBLERONE Swiss Dark or Milk Chocolate with Honey and Almond Nougat, coarsely chopped, 2 cups vanilla ice cream, softened, 6 Tbsp. thawed COOL WHIP Whipped Topping, ""3/4 tsp. grated BAKERS Semi-Sweet Chocolate""",False
dinner,Relax and quench your thirst with the delicious Watermelon Agua Fresca. This refreshing beverage is great during the peak of summer or all year round.,5.0,Watermelon Agua Fresca.jpg,"1-1/2 cups water, 1/4 cup fresh lime juice, 1 pkt. CRYSTAL LIGHT PURE On The Go Lemonade Flavor Drink Mix, 5 cups seedless watermelon cubes (1 inch)","1-1/2 cups water, 1/4 cup fresh lime juice, 1 pkt. CRYSTAL LIGHT PURE On The Go Lemonade Flavor Drink Mix, 5 cups seedless watermelon cubes (1 inch)",Drinks,Watermelon Agua Fresca,"1-1/2 cups water, 1/4 cup fresh lime juice, 1 pkt. CRYSTAL LIGHT PURE On The Go Lemonade Flavor Drink Mix, 5 cups seedless watermelon cubes (1 inch)",False
dinner,"Harness mango, pineapple & orange flavors to make this Hawaiian-style pineapple smoothie. This Orange-Mango-Pineapple Smoothie is goodness in a glass.",5.0,Orange-Mango-Pineapple Smoothie.jpg,"3 cups pineapple-orange juice, 3 cups frozen chopped mangos, 1 pkg. (1 oz.) JELL-O Vanilla Flavor Sugar Free Fat Free Instant Pudding","3 cups pineapple-orange juice, 3 cups frozen chopped mangos, 1 pkg. (1 oz.) JELL-O Vanilla Flavor Sugar Free Fat Free Instant Pudding",Drinks,Orange-Mango-Pineapple Smoothie,"3 cups pineapple-orange juice, 3 cups frozen chopped mangos, 1 pkg. (1 oz.) JELL-O Vanilla Flavor Sugar Free Fat Free Instant Pudding",False
dinner,Strawberry-flavored lemonade drink mix is dissolved in cranberry-apple drink and blended with club soda for a fruity and fizzy summer drink.,5.0,Patio Fizz.jpg,"3 cups cold cranberry-apple drink, 1/4 cup COUNTRY TIME Strawberry Lemonade Drink Mix, 1 cup cold club soda","3 cups cold cranberry-apple drink, 1/4 cup COUNTRY TIME Strawberry Lemonade Drink Mix, 1 cup cold club soda",Drinks,Patio Fizz,"3 cups cold cranberry-apple drink, 1/4 cup COUNTRY TIME Strawberry Lemonade Drink Mix, 1 cup cold club soda",False
dinner,"Frozen mixed berries and cottage cheese are what make these smoothies super: super thick, super creamy and super delicious!",5.0,Super Smoothie.jpg,"1 cup fat-free milk, ""1 cup BREAKSTONES or KNUDSEN 2% Milkfat Low Fat Cottage Cheese"", 1 cup frozen mixed berries (blackberries, blueberries, raspberries, strawberries), 1 stick CRYSTAL LIGHT On The Go Energy Wild Strawberry Flavor Drink Mix","1 cup fat-free milk, ""1 cup BREAKSTONES or KNUDSEN 2% Milkfat Low Fat Cottage Cheese"", 1 cup frozen mixed berries (blackberries, blueberries, raspberries, strawberries), 1 stick CRYSTAL LIGHT On The Go Energy Wild Strawberry Flavor Drink Mix",Drinks,Super Smoothie,"1 cup fat-free milk, ""1 cup BREAKSTONES or KNUDSEN 2% Milkfat Low Fat Cottage Cheese"", 1 cup frozen mixed berries (blackberries, blueberries, raspberries, strawberries), 1 stick CRYSTAL LIGHT On The Go Energy Wild Strawberry Flavor Drink Mix",False
dinner,Chill out in the heat without having to worry about the little ones making a mess with No-Drip Strawberry Ice Pops. No-Drip Strawberry Ice Pops are served in small paper cups so the awesome strawberry flavor stays exactly where it should! Great taste. No mess. Perfect!,130.0,No-Drip Strawberry Ice Pops.jpg,"2 cups boiling water, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, 18 fresh strawberries, stemmed, 2/3 cup (filled to 2-qt. line) KOOL-AID Strawberry Flavor Sugar-Sweetened Drink Mix, or any red flavor","2 cups boiling water, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, 18 fresh strawberries, stemmed, 2/3 cup (filled to 2-qt. line) KOOL-AID Strawberry Flavor Sugar-Sweetened Drink Mix, or any red flavor",Drinks,No-Drip Strawberry Ice Pops,"2 cups boiling water, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, 18 fresh strawberries, stemmed, 2/3 cup (filled to 2-qt. line) KOOL-AID Strawberry Flavor Sugar-Sweetened Drink Mix, or any red flavor",False
dinner,Use a different KOOL-AID flavor every time you make this classic summertime treat.,10.0,KOOL-AID Float.jpg,"1 cup granular no-calorie sweetener, 1 env. KOOL-AID Cherry Flavor Unsweetened Drink Mix, or any other flavor, 1 qt. (4 cups) cold water, 2 cups cold light white grape juice cocktail, 2 cups cold seltzer, 1 pt. (2 cups) no-sugar-added light vanilla ice cream","1 cup granular no-calorie sweetener, 1 env. KOOL-AID Cherry Flavor Unsweetened Drink Mix, or any other flavor, 1 qt. (4 cups) cold water, 2 cups cold light white grape juice cocktail, 2 cups cold seltzer, 1 pt. (2 cups) no-sugar-added light vanilla ice cream",Drinks,KOOL-AID Float,"1 cup granular no-calorie sweetener, 1 env. KOOL-AID Cherry Flavor Unsweetened Drink Mix, or any other flavor, 1 qt. (4 cups) cold water, 2 cups cold light white grape juice cocktail, 2 cups cold seltzer, 1 pt. (2 cups) no-sugar-added light vanilla ice cream",True
dinner,This glorious hot chocolate gets its peppermint flavor straight from a finely crushed candy cane. Add a dollop of whipped topping and enjoy!,5.0,Peppermint Hot Chocolate.jpg,"1 Tbsp. finely crushed candy cane, 1 T DISC TASSIMO SUCHARD Hot Chocolate, 1 Tbsp. thawed COOL WHIP Whipped Topping","1 Tbsp. finely crushed candy cane, 1 T DISC TASSIMO SUCHARD Hot Chocolate, 1 Tbsp. thawed COOL WHIP Whipped Topping",Drinks,Peppermint Hot Chocolate,"1 Tbsp. finely crushed candy cane, 1 T DISC TASSIMO SUCHARD Hot Chocolate, 1 Tbsp. thawed COOL WHIP Whipped Topping",False
dinner,Try a delicious new morning drink with our Cinnamon-Caramel Iced Coffee Recipe. This iced coffee recipe should definitely be on your must-make list!,40.0,Cinnamon-Caramel Iced Coffee Recipe.jpg,"6 Tbsp. MAXWELL HOUSE Coffee, 1/2 tsp. ground cinnamon, 1/2 cup caramel ice cream topping, 4-1/2 cups cold water, ice cubes","6 Tbsp. MAXWELL HOUSE Coffee, 1/2 tsp. ground cinnamon, 1/2 cup caramel ice cream topping, 4-1/2 cups cold water, ice cubes",Drinks,Cinnamon-Caramel Iced Coffee Recipe,"6 Tbsp. MAXWELL HOUSE Coffee, 1/2 tsp. ground cinnamon, 1/2 cup caramel ice cream topping, 4-1/2 cups cold water, ice cubes",False
dinner,"This delish, fruit-studded dessert might look like a glass of sangria—but dip a spoon in, and you'll find fruity, boozy JELL-O Gelatin.",260.0,Sangria Party Cups.jpg,"1-1/2 cups boiling water, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, 1 pkg. (3 oz.) JELL-O Lemon Flavor Gelatin, ice cubes, 1 cup dry red wine, 8 fresh strawberries, quartered, 1 can (11 oz.) mandarin oranges, drained, 1 cup seedless red grapes, halved","1-1/2 cups boiling water, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, 1 pkg. (3 oz.) JELL-O Lemon Flavor Gelatin, ice cubes, 1 cup dry red wine, 8 fresh strawberries, quartered, 1 can (11 oz.) mandarin oranges, drained, 1 cup seedless red grapes, halved",Drinks,Sangria Party Cups,"1-1/2 cups boiling water, 1 pkg. (3 oz.) JELL-O Strawberry Flavor Gelatin, 1 pkg. (3 oz.) JELL-O Lemon Flavor Gelatin, ice cubes, 1 cup dry red wine, 8 fresh strawberries, quartered, 1 can (11 oz.) mandarin oranges, drained, 1 cup seedless red grapes, halved",False
dinner,"You've heard of putting oatmeal into smoothies for thicker, creamier texture. It works with quinoa, too! Try it in these luscious strawberry shakes.",15.0,Strawberry Swirl Shake.jpg,"3 cups water, 1 pkg. (0.14 oz.) KOOL-AID Strawberry Flavor Unsweetened Drink Mix, 1 cup sugar, 2 cups cooked quinoa, cooled, 2 cups strawberries, 1 cup ice cubes","3 cups water, 1 pkg. (0.14 oz.) KOOL-AID Strawberry Flavor Unsweetened Drink Mix, 1 cup sugar, 2 cups cooked quinoa, cooled, 2 cups strawberries, 1 cup ice cubes",Drinks,Strawberry Swirl Shake,"3 cups water, 1 pkg. (0.14 oz.) KOOL-AID Strawberry Flavor Unsweetened Drink Mix, 1 cup sugar, 2 cups cooked quinoa, cooled, 2 cups strawberries, 1 cup ice cubes",True
dinner,Kick the day off with our Chocolate-Hazelnut Iced Latte Recipe. Or prepare this iced latte recipe later in the day when you want a moment of tranquility.,2.0,Chocolate-Hazelnut Iced Latte Recipe.jpg,"1 stick MAXWELL HOUSE INTERNATIONAL Iced Hazelnut Latte, 8 oz. cold milk, 1 Tbsp. chocolate syrup, 1/4 tsp. sugar, ice","1 stick MAXWELL HOUSE INTERNATIONAL Iced Hazelnut Latte, 8 oz. cold milk, 1 Tbsp. chocolate syrup, 1/4 tsp. sugar, ice",Drinks,Chocolate-Hazelnut Iced Latte Recipe,"1 stick MAXWELL HOUSE INTERNATIONAL Iced Hazelnut Latte, 8 oz. cold milk, 1 Tbsp. chocolate syrup, 1/4 tsp. sugar, ice",False
dinner,"Looking to jazz up your java? Then this delish coffee drink, flavored with orange zest and brandy, should be on your to-make list.",10.0,Coffee Cordial.jpg,"1/2 cup MAXWELL HOUSE Instant Coffee, 1/4 cup sugar, 1 qt. (4 cups) boiling water, 1/4 cup brandy, 12 strips orange zest","1/2 cup MAXWELL HOUSE Instant Coffee, 1/4 cup sugar, 1 qt. (4 cups) boiling water, 1/4 cup brandy, 12 strips orange zest",Drinks,Coffee Cordial,"1/2 cup MAXWELL HOUSE Instant Coffee, 1/4 cup sugar, 1 qt. (4 cups) boiling water, 1/4 cup brandy, 12 strips orange zest",False
dinner,Warm up winter nights with our Creamy Eggnog Coffee Recipe. This eggnog coffee recipe will make your toasty drink not only refreshing but festive as well.,10.0,Creamy Eggnog Coffee.jpg,"3 cups fresh brewed GEVALIA ROYAL VINTER SPICE coffee, 3 cups eggnog, warmed","3 cups fresh brewed GEVALIA ROYAL VINTER SPICE coffee, 3 cups eggnog, warmed",Drinks,Creamy Eggnog Coffee,"3 cups fresh brewed GEVALIA ROYAL VINTER SPICE coffee, 3 cups eggnog, warmed",False
dinner,Get together with your friends and prepare this Easy Mock Mojito recipe for an entertaining evening. Follow the steps and have it ready in 10 minutes!,10.0,Easy Mock Mojito.jpg,"8 fresh mint leaves, 1 pkt. (makes 2 qt. drink) or 2 pkt. (makes 1 qt. drink each) CRYSTAL LIGHT Lemonade Flavor Drink Mix*, 6 cups cold water, 1 cup cold seltzer, 1 cup cold diet carbonated lemon-lime soda, 1/4 tsp. rum extract","8 fresh mint leaves, 1 pkt. (makes 2 qt. drink) or 2 pkt. (makes 1 qt. drink each) CRYSTAL LIGHT Lemonade Flavor Drink Mix*, 6 cups cold water, 1 cup cold seltzer, 1 cup cold diet carbonated lemon-lime soda, 1/4 tsp. rum extract",Drinks,Easy Mock Mojito,"8 fresh mint leaves, 1 pkt. (makes 2 qt. drink) or 2 pkt. (makes 1 qt. drink each) CRYSTAL LIGHT Lemonade Flavor Drink Mix*, 6 cups cold water, 1 cup cold seltzer, 1 cup cold diet carbonated lemon-lime soda, 1/4 tsp. rum extract",True
dinner,"Turn slices of pound cake into an Eggnog Trifle Cake. Our Eggnog Trifle Cake includes jam and vanilla pudding flavored with eggnog, sherry and nutmeg.",325.0,Eggnog Trifle Cake.jpg,"2 env. (1/4 oz. each) KNOX Unflavored Gelatine, 3 cups milk, divided, 1 qt. (4 cups) eggnog, 1/4 cup dry sherry, 1/8 tsp. ground nutmeg, 1 pkg. (10-3/4 oz.) frozen pound cake, thawed, 6 Tbsp. seedless raspberry jam or preserves, 2 pkg. (3.4 oz. each) JELL-O Vanilla Flavor Instant Pudding","2 env. (1/4 oz. each) KNOX Unflavored Gelatine, 3 cups milk, divided, 1 qt. (4 cups) eggnog, 1/4 cup dry sherry, 1/8 tsp. ground nutmeg, 1 pkg. (10-3/4 oz.) frozen pound cake, thawed, 6 Tbsp. seedless raspberry jam or preserves, 2 pkg. (3.4 oz. each) JELL-O Vanilla Flavor Instant Pudding",Drinks,Eggnog Trifle Cake,"2 env. (1/4 oz. each) KNOX Unflavored Gelatine, 3 cups milk, divided, 1 qt. (4 cups) eggnog, 1/4 cup dry sherry, 1/8 tsp. ground nutmeg, 1 pkg. (10-3/4 oz.) frozen pound cake, thawed, 6 Tbsp. seedless raspberry jam or preserves, 2 pkg. (3.4 oz. each) JELL-O Vanilla Flavor Instant Pudding",False
dinner,"Made with semi-sweet chocolate and creamy whipped topping, this La Orange Coffee is la-lovely departure from your usual cup of joe!",5.0,La Orange Coffee.jpg,"""1 Tbsp. finely chopped BAKERS Semi-Sweet Chocolate"", 1 tsp. orange-flavored liqueur, 3/4 cup hot freshly brewed MAXWELL HOUSE Coffee, 1 Tbsp. thawed COOL WHIP Whipped Topping","""1 Tbsp. finely chopped BAKERS Semi-Sweet Chocolate"", 1 tsp. orange-flavored liqueur, 3/4 cup hot freshly brewed MAXWELL HOUSE Coffee, 1 Tbsp. thawed COOL WHIP Whipped Topping",Drinks,La Orange Coffee,"""1 Tbsp. finely chopped BAKERS Semi-Sweet Chocolate"", 1 tsp. orange-flavored liqueur, 3/4 cup hot freshly brewed MAXWELL HOUSE Coffee, 1 Tbsp. thawed COOL WHIP Whipped Topping",False
dinner,Enjoy the tastes of refreshing ginger beer mixed with COUNTRY TIME lemonade and fresh lemon slices in these easy-to-make non-alcoholic Moscow Mules!,10.0,Moscow Mule.jpg,"2 bottles (12 oz. each) non-alcoholic ginger beer, divided, 1/4 cup COUNTRY TIME Lemonade Flavor Drink Mix, 3 lemon slices","2 bottles (12 oz. each) non-alcoholic ginger beer, divided, 1/4 cup COUNTRY TIME Lemonade Flavor Drink Mix, 3 lemon slices",Drinks,Moscow Mule,"2 bottles (12 oz. each) non-alcoholic ginger beer, divided, 1/4 cup COUNTRY TIME Lemonade Flavor Drink Mix, 3 lemon slices",False
dinner,"Blend cranberry juice, pink lemonade drink mix, and lemon-y sparkling water for Pink Sparkling Punch. This sparkling punch is the perfect way to cool off in the summer or add some festive flair to a winter gathering.",5.0,Pink Sparkling Punch.jpg,"1 qt. (4 cups) cold white cranberry juice drink, 1 pkt. (makes 2 qt. drink) or 2 pkt. (makes 1 qt. drink each) CRYSTAL LIGHT Pink Lemonade Flavor Drink Mix*, 1 bottle (2 L) lemon-flavored lemon-flavored sparkling water, chilled","1 qt. (4 cups) cold white cranberry juice drink, 1 pkt. (makes 2 qt. drink) or 2 pkt. (makes 1 qt. drink each) CRYSTAL LIGHT Pink Lemonade Flavor Drink Mix*, 1 bottle (2 L) lemon-flavored lemon-flavored sparkling water, chilled",Drinks,Pink Sparkling Punch,"1 qt. (4 cups) cold white cranberry juice drink, 1 pkt. (makes 2 qt. drink) or 2 pkt. (makes 1 qt. drink each) CRYSTAL LIGHT Pink Lemonade Flavor Drink Mix*, 1 bottle (2 L) lemon-flavored lemon-flavored sparkling water, chilled",True
dinner,Splash these Rainbow KOOL-AID Ice Cubes into your soda for a pop and swirl of colors. Enjoy thee KOOL-AID Ice Cubes as a fun addition to the beverage offerings at your next party. This recipe is perfect for any colorfully themed gathering.,495.0,Rainbow KOOL-AID Ice Cubes.jpg,"1 cup sugar, divided, 1-1/2 qt. (6 cups) water, divided, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any red color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any orange color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any yellow or green color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any blue color, 1 bottle (2 L) carbonated lemon-lime soda, chilled","1 cup sugar, divided, 1-1/2 qt. (6 cups) water, divided, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any red color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any orange color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any yellow or green color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any blue color, 1 bottle (2 L) carbonated lemon-lime soda, chilled",Drinks,Rainbow KOOL-AID Ice Cubes,"1 cup sugar, divided, 1-1/2 qt. (6 cups) water, divided, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any red color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any orange color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any yellow or green color, 1/4 tsp. KOOL-AID Unsweetened Drink Mix, any blue color, 1 bottle (2 L) carbonated lemon-lime soda, chilled",False
dinner,,1.0,S'Mores Pops.jpg,"18 Honey Maid Grahams, 36 Jet-Puffed Marshmallows, 36 lollipop sticks or straws cut in half, 1 bag (23 oz.) milk chocolate chips","18 Honey Maid Grahams, 36 Jet-Puffed Marshmallows, 36 lollipop sticks or straws cut in half, 1 bag (23 oz.) milk chocolate chips",Drinks,S'Mores Pops,"18 Honey Maid Grahams, 36 Jet-Puffed Marshmallows, 36 lollipop sticks or straws cut in half, 1 bag (23 oz.) milk chocolate chips",False
